 bare coating, constant channel, iterate over lens_dia, well_diff, det_rad, n_well (pdms =1.43 and silicon = 3.45), n_oil (pdms=1.43, oil=1.52), n_lens (1.76, 2.1),,,,,,,,,,,
 EMISSION (um), N_WELL , N_OIL, N_LENS, COAT_REFL, LENS_DIA (um), EFF (um), BFL (um), CHAN WIDTH (um), WELL HEIGHT (um), WELL DIFF HEIGHT (um), WELL WIDTH (um), SLIDE_HEIGHT (um), AIR_GAP (um), WD (um), DET_RAD (um), \NUMBEROFRAYS.\, \RAYS_AREA.\, \BASENUMBEROFRAYS.\, \BASERAYS_AREA.\  ,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,100,0,15,0,0.000477465,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,150,0,37,0,0.000523443,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,200,0,37,0,0.000294437,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,250,0,38,0,0.000193533,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,300,0,40,0,0.000141471,
0.59,1.43,1.33,2.1,0.25,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,100,0,12,0,0.000381972,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,150,0,26,0,0.000367825,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,200,0,69,0,0.000549085,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,250,0,86,0,0.000437995,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,300,0,86,0,0.000304163,
0.59,1.43,1.33,2.1,0.25,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,50,0,0,0,0,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,100,0,1,0,3.1831E-05,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,150,0,5,0,7.07356E-05,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,200,0,12,0,9.5493E-05,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,250,0,25,0,0.000127324,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,300,0,84,0,0.000297089,
0.59,1.43,1.33,2.1,0.25,875,596.59,159.09,25,437.5,0,875,170,2,1045,50,0,0,0,0,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,100,0,4,0,0.000127324,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,150,0,8,0,0.000113177,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,200,0,17,0,0.000135282,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,250,0,25,0,0.000127324,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,300,0,35,0,0.000123787,
0.59,1.43,1.33,2.1,0.25,1100,750,200,25,570,20,1100,170,2,1290,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,50,0,14,0,0.001782537,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,100,0,14,0,0.000445634,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,150,0,18,0,0.000254648,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,200,0,32,0,0.000254648,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,250,0,53,0,0.000269927,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,300,0,55,0,0.000194523,
0.59,1.43,1.43,2.1,0.25,200,156.71,56.716,25,100,0,200,170,2,370,50,0,14,0,0.001782537,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,100,0,13,0,0.000413803,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,150,0,45,0,0.00063662,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,200,0,45,0,0.000358099,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,250,0,46,0,0.000234276,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,300,0,49,0,0.000173302,
0.59,1.43,1.43,2.1,0.25,425,333.02,120.52,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,100,0,7,0,0.000222817,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,150,0,23,0,0.000325384,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,200,0,50,0,0.000397888,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,250,0,87,0,0.000443088,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,300,0,89,0,0.000314773,
0.59,1.43,1.43,2.1,0.25,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,50,0,0,0,0,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,100,0,1,0,3.1831E-05,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,150,0,4,0,5.65885E-05,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,200,0,11,0,8.75353E-05,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,250,0,23,0,0.000117138,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,300,0,59,0,0.00020867,
0.59,1.43,1.43,2.1,0.25,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,50,0,0,0,0,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,100,0,3,0,9.5493E-05,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,150,0,7,0,9.90298E-05,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,200,0,12,0,9.5493E-05,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,250,0,22,0,0.000112045,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,300,0,33,0,0.000116714,
0.59,1.43,1.43,2.1,0.25,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,50,0,16,0,0.002037185,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,100,0,16,0,0.000509296,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,150,0,20,0,0.000282942,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,200,0,22,0,0.000175071,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,250,0,41,0,0.000208811,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,300,0,57,0,0.000201596,
0.59,1.43,1.33,2.1,0.5,200,136.36,36.363,25,100,0,200,170,2,370,50,0,16,0,0.002037185,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,100,0,15,0,0.000477465,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,150,0,37,0,0.000523443,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,200,0,37,0,0.000294437,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,250,0,38,0,0.000193533,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,300,0,40,0,0.000141471,
0.59,1.43,1.33,2.1,0.5,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,100,0,12,0,0.000381972,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,150,0,26,0,0.000367825,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,200,0,68,0,0.000541127,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,250,0,85,0,0.000432902,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,300,0,85,0,0.000300626,
0.59,1.43,1.33,2.1,0.5,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,50,0,0,0,0,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,100,0,1,0,3.1831E-05,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,150,0,5,0,7.07356E-05,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,200,0,12,0,9.5493E-05,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,250,0,25,0,0.000127324,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,300,0,84,0,0.000297089,
0.59,1.43,1.33,2.1,0.5,875,596.59,159.09,25,437.5,0,875,170,2,1045,50,0,0,0,0,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,100,0,4,0,0.000127324,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,150,0,8,0,0.000113177,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,200,0,17,0,0.000135282,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,250,0,25,0,0.000127324,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,300,0,35,0,0.000123787,
0.59,1.43,1.33,2.1,0.5,1100,750,200,25,570,20,1100,170,2,1290,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,50,0,14,0,0.001782537,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,100,0,14,0,0.000445634,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,150,0,18,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,200,0,32,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,250,0,53,0,0.000269927,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,300,0,55,0,0.000194523,
0.59,1.43,1.43,2.1,0.5,200,156.71,56.716,25,100,0,200,170,2,370,50,0,14,0,0.001782537,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,100,0,13,0,0.000413803,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,150,0,45,0,0.00063662,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,200,0,45,0,0.000358099,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,250,0,46,0,0.000234276,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,300,0,49,0,0.000173302,
0.59,1.43,1.43,2.1,0.5,425,333.02,120.52,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,100,0,8,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,150,0,25,0,0.000353678,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,200,0,49,0,0.00038993,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,250,0,87,0,0.000443088,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,300,0,87,0,0.0003077,
0.59,1.43,1.43,2.1,0.5,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,50,0,0,0,0,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,100,0,1,0,3.1831E-05,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,150,0,4,0,5.65885E-05,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,200,0,11,0,8.75353E-05,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,250,0,23,0,0.000117138,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,300,0,59,0,0.00020867,
0.59,1.43,1.43,2.1,0.5,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,50,0,0,0,0,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,100,0,3,0,9.5493E-05,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,150,0,7,0,9.90298E-05,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,200,0,12,0,9.5493E-05,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,250,0,22,0,0.000112045,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,300,0,33,0,0.000116714,
0.59,1.43,1.43,2.1,0.5,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,50,0,16,0,0.002037185,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,100,0,16,0,0.000509296,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,150,0,20,0,0.000282942,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,200,0,22,0,0.000175071,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,250,0,41,0,0.000208811,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,300,0,57,0,0.000201596,
0.59,1.43,1.33,2.1,0.75,200,136.36,36.363,25,100,0,200,170,2,370,50,0,16,0,0.002037185,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,100,0,15,0,0.000477465,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,150,0,37,0,0.000523443,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,200,0,37,0,0.000294437,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,250,0,38,0,0.000193533,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,300,0,40,0,0.000141471,
0.59,1.43,1.33,2.1,0.75,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,100,0,12,0,0.000381972,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,150,0,26,0,0.000367825,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,200,0,69,0,0.000549085,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,250,0,86,0,0.000437995,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,300,0,86,0,0.000304163,
0.59,1.43,1.33,2.1,0.75,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,50,0,0,0,0,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,100,0,1,0,3.1831E-05,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,150,0,5,0,7.07356E-05,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,200,0,12,0,9.5493E-05,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,250,0,25,0,0.000127324,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,300,0,84,0,0.000297089,
0.59,1.43,1.33,2.1,0.75,875,596.59,159.09,25,437.5,0,875,170,2,1045,50,0,0,0,0,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,100,0,4,0,0.000127324,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,150,0,8,0,0.000113177,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,200,0,17,0,0.000135282,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,250,0,25,0,0.000127324,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,300,0,35,0,0.000123787,
0.59,1.43,1.33,2.1,0.75,1100,750,200,25,570,20,1100,170,2,1290,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,50,0,14,0,0.001782537,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,100,0,14,0,0.000445634,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,150,0,16,0,0.000226354,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,200,0,32,0,0.000254648,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,250,0,53,0,0.000269927,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,300,0,55,0,0.000194523,
0.59,1.43,1.43,2.1,0.75,200,156.71,56.716,25,100,0,200,170,2,370,50,0,14,0,0.001782537,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,100,0,13,0,0.000413803,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,150,0,45,0,0.00063662,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,200,0,45,0,0.000358099,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,250,0,46,0,0.000234276,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,300,0,49,0,0.000173302,
0.59,1.43,1.43,2.1,0.75,425,333.02,120.52,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,100,0,7,0,0.000222817,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,150,0,23,0,0.000325384,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,200,0,50,0,0.000397888,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,250,0,86,0,0.000437995,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,300,0,88,0,0.000311237,
0.59,1.43,1.43,2.1,0.75,650,509.32,184.32,25,329.3283582,4.328358209,650,170,2,824.3,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,50,0,0,0,0,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,100,0,1,0,3.1831E-05,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,150,0,4,0,5.65885E-05,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,200,0,11,0,8.75353E-05,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,250,0,23,0,0.000117138,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,300,0,59,0,0.00020867,
0.59,1.43,1.43,2.1,0.75,875,685.63,248.13,25,505.6343284,68.13432836,875,170,2,1113,50,0,0,0,0,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,50,0,2,0,0.000254648,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,100,0,3,0,9.5493E-05,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,150,0,7,0,9.90298E-05,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,200,0,12,0,9.5493E-05,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,250,0,22,0,0.000112045,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,300,0,33,0,0.000116714,
0.59,1.43,1.43,2.1,0.75,1100,861.94,311.94,25,681.9402985,131.9402985,1100,170,2,1401,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,50,0,16,0,0.002037185,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,100,0,16,0,0.000509296,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,150,0,20,0,0.000282942,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,200,0,22,0,0.000175071,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,250,0,41,0,0.000208811,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,300,0,57,0,0.000201596,
0.59,1.43,1.33,2.1,1,200,136.36,36.363,25,100,0,200,170,2,370,50,0,16,0,0.002037185,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,100,0,15,0,0.000477465,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,150,0,37,0,0.000523443,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,200,0,37,0,0.000294437,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,250,0,38,0,0.000193533,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,300,0,40,0,0.000141471,
0.59,1.43,1.33,2.1,1,425,289.77,77.272,25,212.5,0,425,170,2,595,50,0,4,0,0.000509296,
0.59,1.43,1.33,2.1,1,650,443.18,118.18,25,325,0,650,170,2,820,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,1,650,443.18,118.18,25,325,0,650,170,2,820,100,0,12,0,0.000381972,
